"Duration,""Start Time"",""Profile Name"",""Country"",""Bookmark"",""Latest Bookmark"",""Supplemental Video Type"",""Attributes"",""Device Type"",""Title""";;;
"00:17:57,""2021-11-26 00:03:39"",""Ryan"",""BR (Brazil)"",""00:18:08"",""Not latest view"","""","""",""Chrome PC (Cadmium)"",""Better Than Us: Temporada 1: Episódio 6 (episódio 6)""";;;
"00:50:06,""2021-11-25 23:12:43"",""Ryan"",""BR (Brazil)"",""00:50:17"",""Not latest view"","""","""",""Chrome PC (Cadmium)"",""Better Than Us: Temporada 1: Episódio 5 (episódio 5)""";;;
"00:50:46,""2021-11-25 22:21:56"",""Ryan"",""BR (Brazil)"",""00:50:57"",""Not latest view"","""","""",""Chrome PC (Cadmium)"",""Better Than Us: Temporada 1: Episódio 4 (episódio 4)""";;;
"00:00:01,""2021-11-25 21:59:16"",""Ryan"",""BR (Brazil)"",""00:00:01"",""00:00:01"","""",""Autoplayed: user action: None";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Cidade dos Mortos: Temporada 1: Episódio 1 (episódio 1)""";;
"00:00:03,""2021-11-25 21:59:03"",""Ryan"",""BR (Brazil)"",""00:00:03"",""00:00:03"","""",""Autoplayed: user action: None";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Outra Vida: Temporada 1: Espaço sideral (episódio 1)""";;
"00:51:13,""2021-11-25 21:30:42"",""Ryan"",""BR (Brazil)"",""00:51:24"",""Not latest view"","""","""",""Chrome PC (Cadmium)"",""Better Than Us: Temporada 1: Episódio 3 (episódio 3)""";;;
"00:52:04,""2021-11-25 20:38:36"",""Ryan"",""BR (Brazil)"",""00:52:16"",""Not latest view"","""","""",""Chrome PC (Cadmium)"",""Better Than Us: Temporada 1: Episódio 2 (episódio 2)""";;;
"00:49:09,""2021-11-25 19:41:58"",""Ryan"",""BR (Brazil)"",""00:49:09"",""Not latest view"","""","""",""Chrome PC (Cadmium)"",""Better Than Us: Temporada 1: Episódio 1 (episódio 1)""";;;
"00:00:01,""2021-11-25 19:13:52"",""Ryan"",""BR (Brazil)"",""00:48:13"",""00:48:13"","""","""",""Chrome PC (Cadmium)"",""Round 6: Temporada 1: Fiquem juntos (episódio 4)""";;;
"00:00:10,""2021-11-25 17:17:31"",""Ryan"",""BR (Brazil)"",""00:48:22"",""Not latest view"","""","""",""Chrome PC (Cadmium)"",""Round 6: Temporada 1: Fiquem juntos (episódio 4)""";;;
"00:47:31,""2021-11-25 16:18:37"",""Ryan"",""BR (Brazil)"",""00:48:12"",""Not latest view"","""","""",""Chrome PC (Cadmium)"",""Round 6: Temporada 1: Fiquem juntos (episódio 4)""";;;
"00:49:38,""2021-11-25 15:28:56"",""Ryan"",""BR (Brazil)"",""00:49:50"",""00:49:50"","""","""",""Chrome PC (Cadmium)"",""Round 6: Temporada 1: O homem do guarda-chuva (episódio 3)""";;;
"00:57:51,""2021-11-25 14:22:40"",""Ryan"",""BR (Brazil)"",""00:58:03"",""00:58:03"","""","""",""Chrome PC (Cadmium)"",""Round 6: Temporada 1: Inferno (episódio 2)""";;;
"00:13:43,""2021-11-25 14:08:39"",""Ryan"",""BR (Brazil)"",""00:55:18"",""00:55:18"","""","""",""Chrome PC (Cadmium)"",""Round 6: Temporada 1: Batatinha frita 1, 2, 3 (episódio 1)""";;;
"00:00:10,""2021-11-25 14:08:14"",""Ryan"",""BR (Brazil)"",""00:16:21"",""Not latest view"","""","""",""Chrome PC (Cadmium)"",""Round 6: Temporada 1: Inferno (episódio 2)""";;;
"00:15:59,""2021-11-25 02:39:06"",""Ryan"",""BR (Brazil)"",""00:16:11"",""Not latest view"","""","""",""Chrome PC (Cadmium)"",""Round 6: Temporada 1: Inferno (episódio 2)""";;;
"00:55:30,""2021-11-25 01:43:31"",""Ryan"",""BR (Brazil)"",""00:55:18"",""Not latest view"","""","""",""Chrome PC (Cadmium)"",""Round 6: Temporada 1: Batatinha frita 1, 2, 3 (episódio 1)""";;;
"00:00:03,""2021-11-25 01:43:11"",""Ryan"",""BR (Brazil)"",""00:55:01"",""Not latest view"","""","""",""Chrome PC (Cadmium)"",""Round 6: Temporada 1: Batatinha frita 1, 2, 3 (episódio 1)""";;;
"00:10:12,""2021-11-25 01:32:10"",""Ryan"",""BR (Brazil)"",""00:10:12"",""Not latest view"","""","""",""Chrome PC (Cadmium)"",""Um menino chamado Natal""";;;
"02:02:08,""2021-11-24 23:26:23"",""Ryan"",""BR (Brazil)"",""02:02:08"",""Not latest view"","""","""",""Chrome PC (Cadmium)"",""Ferida""";;;
"00:33:53,""2021-11-24 22:49:01"",""Ryan"",""BR (Brazil)"",""00:34:01"",""00:34:01"","""","""",""Chrome PC (Cadmium)"",""A Mais Pura Verdade: Minissérie: Capítulo 7: Como Caim e Abel (episódio 7)""";;;
"00:24:33,""2021-11-24 22:12:37"",""Ryan"",""BR (Brazil)"",""00:24:41"",""00:24:41"","""","""",""Chrome PC (Cadmium)"",""A Mais Pura Verdade: Minissérie: Capítulo 6: Família acima de tudo (episódio 6)""";;;
"00:33:38,""2021-11-24 21:38:58"",""Ryan"",""BR (Brazil)"",""00:33:46"",""00:33:46"","""","""",""Chrome PC (Cadmium)"",""A Mais Pura Verdade: Minissérie: Capítulo 5: Ressentimentos (episódio 5)""";;;
"00:29:14,""2021-11-24 21:09:43"",""Ryan"",""BR (Brazil)"",""00:29:23"",""00:29:23"","""","""",""Chrome PC (Cadmium)"",""A Mais Pura Verdade: Minissérie: Capítulo 4: Devíamos estar juntos (episódio 4)""";;;
"00:30:29,""2021-11-24 20:39:04"",""Ryan"",""BR (Brazil)"",""00:30:38"",""00:30:38"","""","""",""Chrome PC (Cadmium)"",""A Mais Pura Verdade: Minissérie: Capítulo 3: Cantando vitória (episódio 3)""";;;
"00:30:26,""2021-11-24 20:08:37"",""Ryan"",""BR (Brazil)"",""00:30:34"",""00:30:34"","""","""",""Chrome PC (Cadmium)"",""A Mais Pura Verdade: Minissérie: Capítulo 2: Liquidação grega (episódio 2)""";;;
"00:55:52,""2021-11-24 19:12:43"",""Ryan"",""BR (Brazil)"",""00:55:52"",""00:55:52"","""","""",""Chrome PC (Cadmium)"",""A Mais Pura Verdade: Minissérie: Capítulo 1: O rei da comédia (episódio 1)""";;;
"01:29:01,""2021-11-24 01:33:27"",""Ryan"",""BR (Brazil)"",""01:28:50"",""01:28:50"","""","""",""Chrome PC (Cadmium)"",""Carga Explosiva: O Legado""";;;
"00:00:16,""2021-11-24 01:20:48"",""Ryan"",""BR (Brazil)"",""00:00:16"",""Not latest view"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Um Espião e Meio""";;;
"00:00:16,""2021-11-24 01:13:54"",""Ryan"",""BR (Brazil)"",""00:00:16"",""00:00:16"","""",""Autoplayed: user action: None";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Profecia do Inferno: Temporada 1: Episódio 1 (episódio 1)""";;
"01:45:31,""2021-11-23 21:31:39"",""Ryan"",""BR (Brazil)"",""01:49:10"",""Not latest view"","""","""",""Chrome PC (Cadmium)"",""Alerta Vermelho""";;;
"01:24:20,""2021-11-23 20:02:25"",""Ryan"",""BR (Brazil)"",""01:27:24"",""01:27:24"","""","""",""Chrome PC (Cadmium)"",""Amor Sem Medida""";;;
"00:00:58,""2021-11-23 19:01:29"",""Ryan"",""BR (Brazil)"",""00:03:39"",""Not latest view"","""","""",""Chrome PC (Cadmium)"",""Alerta Vermelho""";;;
"00:20:27,""2021-11-22 16:21:23"",""Ryan"",""BR (Brazil)"",""00:49:23"",""Not latest view"","""","""",""Apple iPhone 8 (GSM)"",""Sintonia: Temporada 2: Vigília (episódio 6)""";;;
"00:00:03,""2021-11-22 16:20:56"",""Ryan"",""BR (Brazil)"",""00:40:05"",""Not latest view"","""","""",""Apple iPhone 8 (GSM)"",""Sintonia: Temporada 2: Mil Cairão ao teu lado (episódio 5)""";;;
"00:00:01,""2021-11-22 16:20:37"",""Ryan"",""BR (Brazil)"",""00:38:57"",""Not latest view"","""","""",""Apple iPhone 8 (GSM)"",""Sintonia: Temporada 2: Aqui se faz, aqui se paga (episódio 4)""";;;
"00:00:13,""2021-11-22 16:19:24"",""Ryan"",""BR (Brazil)"",""00:51:31"",""Not latest view"","""","""",""Apple iPhone 8 (GSM)"",""Sintonia: Temporada 2: Se juntar nois dois hoje vai dar kaboom! (episódio 3)""";;;
"00:00:22,""2021-11-22 16:18:29"",""Ryan"",""BR (Brazil)"",""00:06:08"",""Not latest view"","""","""",""Apple iPhone 8 (GSM)"",""Sintonia: Temporada 1: Pegaram a Cacau (episódio 1)""";;;
"01:13:37,""2021-11-22 01:48:59"",""Ryan"",""BR (Brazil)"",""01:41:33"",""01:41:33"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""A Princesa e a Plebeia: As Vilãs também Amam""";;
"00:48:38,""2021-11-22 00:59:39"",""Ryan"",""BR (Brazil)"",""00:49:31"",""Not latest view"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Sintonia: Temporada 2: Vigília (episódio 6)""";;;
"00:35:51,""2021-11-22 00:12:01"",""Ryan"",""BR (Brazil)"",""00:35:59"",""Not latest view"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Sintonia: Temporada 2: Mil Cairão ao teu lado (episódio 5)""";;
"00:38:31,""2021-11-21 23:04:56"",""Ryan"",""BR (Brazil)"",""00:38:31"",""Not latest view"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Sintonia: Temporada 2: Aqui se faz, aqui se paga (episódio 4)""";;
"00:00:38,""2021-11-21 22:42:21"",""Ryan"",""BR (Brazil)"",""00:00:22"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Sintonia: Temporada 2: Aqui se faz, aqui se paga (episódio 4)""";;
"00:12:18,""2021-11-21 22:29:56"",""Ryan"",""BR (Brazil)"",""00:48:43"",""Not latest view"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Sintonia: Temporada 2: Se juntar nois dois hoje vai dar kaboom! (episódio 3)""";;
"00:36:26,""2021-11-21 20:06:39"",""Ryan"",""BR (Brazil)"",""00:36:26"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Sintonia: Temporada 2: Se juntar nois dois hoje vai dar kaboom! (episódio 3)""";;
"00:30:32,""2021-11-21 18:21:17"",""Ryan"",""BR (Brazil)"",""00:38:30"",""Not latest view"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Sintonia: Temporada 2: Mundos diferentes (episódio 2)""";;
"00:04:59,""2021-11-21 15:40:24"",""Ryan"",""BR (Brazil)"",""00:14:37"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Um Espião e Meio""";;
"00:07:59,""2021-11-21 14:43:28"",""Ryan"",""BR (Brazil)"",""00:07:59"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Sintonia: Temporada 2: Mundos diferentes (episódio 2)""";;
"00:00:26,""2021-11-21 02:20:09"",""Ryan"",""BR (Brazil)"",""00:00:34"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Sintonia: Temporada 2: Mundos diferentes (episódio 2)""";;
"01:34:16,""2021-11-21 00:34:14"",""Ryan"",""BR (Brazil)"",""00:51:30"",""Not latest view"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Sintonia: Temporada 2: Família a gente que escolhe (episódio 1)""";;
"00:39:36,""2021-11-20 23:54:34"",""Ryan"",""BR (Brazil)"",""00:39:36"",""Not latest view"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Sintonia: Temporada 1: Mesma sintonia (episódio 6)""";;;
"00:08:28,""2021-11-20 23:45:51"",""Ryan"",""BR (Brazil)"",""00:00:00"",""Not latest view"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Sintonia: Temporada 2: Família a gente que escolhe (episódio 1)""";;
"00:09:42,""2021-11-20 17:44:58"",""Ryan"",""BR (Brazil)"",""00:09:42"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Um Espião e Meio""";;
"01:22:44,""2021-11-20 03:07:40"",""Ryan"",""BR (Brazil)"",""01:22:44"",""01:22:44"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Goosebumps 2: Halloween Assombrado""";;
"00:00:55,""2021-11-20 03:05:55"",""Ryan"",""BR (Brazil)"",""00:00:55"",""00:00:55"","""",""Has branched playback"; Autoplayed: user action: User_Interaction;" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Johnny Test e a Grande Viagem do Bolo de Carne""";
"01:28:00,""2021-11-20 00:47:40"",""Ryan"",""BR (Brazil)"",""01:29:51"",""Not latest view"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Amor Sem Medida""";;;
"00:10:53,""2021-11-18 19:11:01"",""Ryan"",""BR (Brazil)"",""00:27:57"",""Not latest view"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""A Princesa e a Plebeia: As Vilãs também Amam""";;;
"00:17:10,""2021-11-18 18:53:43"",""Ryan"",""BR (Brazil)"",""00:17:10"",""Not latest view"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""A Princesa e a Plebeia: As Vilãs também Amam""";;;
"00:38:13,""2021-11-15 12:21:57"",""Ryan"",""BR (Brazil)"",""01:49:22"",""Not latest view"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Alerta Vermelho""";;;
"00:35:59,""2021-11-15 02:23:18"",""Ryan"",""BR (Brazil)"",""00:56:30"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""211: O Grande Assalto""";;
"00:07:41,""2021-11-15 01:33:13"",""Ryan"",""BR (Brazil)"",""00:10:10"",""00:10:10"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""JoJo's Bizarre Adventure: Stardust Crusaders: Silver Chariot (episódio 5)""";;;
"00:00:02,""2021-11-15 01:32:57"",""Ryan"",""BR (Brazil)"",""00:00:02"",""00:00:02"","""",""Autoplayed: user action: None";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""JoJo's Bizarre Adventure: Phantom Blood/Battle Tendency: Dio, o invasor (episódio 1)""";;
"00:00:05,""2021-11-14 14:28:08"",""Ryan"",""BR (Brazil)"",""00:00:05"",""00:00:05"","""",""Autoplayed: user action: None";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""MILF""";;
"00:20:39,""2021-11-14 01:11:25"",""Ryan"",""BR (Brazil)"",""00:20:39"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""211: O Grande Assalto""";;
"00:50:42,""2021-11-13 19:40:30"",""Ryan"",""BR (Brazil)"",""01:31:53"",""01:31:53"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""A Família Noel""";;
"00:00:05,""2021-11-13 18:57:39"",""Ryan"",""BR (Brazil)"",""00:00:05"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Assim Falava Kishibe Rohan: Temporada 1: O confessionário (episódio 1)""";;
"00:41:11,""2021-11-13 17:31:46"",""Ryan"",""BR (Brazil)"",""00:41:11"",""Not latest view"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""A Família Noel""";;;
"00:23:33,""2021-11-13 16:55:22"",""Ryan"",""BR (Brazil)"",""00:23:33"",""00:23:33"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""JoJo's Bizarre Adventure: Diamond Is Unbreakable: Adeus, Morioh – O coração de ouro (episódio 39)""";;;
"00:01:20,""2021-11-13 16:53:15"",""Ryan"",""BR (Brazil)"",""00:11:49"",""00:11:49"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""JoJo's Bizarre Adventure: Diamond Is Unbreakable: O pivete do Janken vem aí! (episódio 26)""";;
"00:09:24,""2021-11-13 13:20:14"",""Ryan"",""BR (Brazil)"",""00:10:31"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""JoJo's Bizarre Adventure: Diamond Is Unbreakable: O pivete do Janken vem aí! (episódio 26)""";;
"00:01:04,""2021-11-13 02:54:43"",""Ryan"",""BR (Brazil)"",""00:24:01"",""00:24:01"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""A Beleza Secreta dos Animais: Temporada 1: Marsupiais (episódio 3)""";;;
"02:03:20,""2021-11-13 00:43:14"",""Ryan"",""BR (Brazil)"",""02:03:16"",""Not latest view"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Exército de Ladrões: Invasão da Europa""";;
"00:00:01,""2021-11-13 00:43:01"",""Ryan"",""BR (Brazil)"",""00:00:01"",""00:00:01"","""",""Autoplayed: user action: None";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Army of the Dead: Invasão em Las Vegas""";;
"00:00:02,""2021-11-13 00:42:48"",""Ryan"",""BR (Brazil)"",""00:00:02"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Army of the Dead: Invasão em Las Vegas""";;
"00:06:35,""2021-11-13 00:16:50"",""Ryan"",""BR (Brazil)"",""01:48:55"",""Not latest view"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Alerta Vermelho""";;;
"01:50:54,""2021-11-12 22:09:18"",""Ryan"",""BR (Brazil)"",""01:42:22"",""Not latest view"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Alerta Vermelho""";;;
"00:04:32,""2021-11-12 12:50:03"",""Ryan"",""BR (Brazil)"",""00:04:32"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Alerta Vermelho""";;
"00:22:59,""2021-11-12 04:21:27"",""Ryan"",""BR (Brazil)"",""00:23:02"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""A Beleza Secreta dos Animais: Temporada 1: Marsupiais (episódio 3)""";;
"00:41:57,""2021-11-12 03:39:28"",""Ryan"",""BR (Brazil)"",""00:42:00"",""00:42:00"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""A Beleza Secreta dos Animais: Temporada 1: Canídeos (episódio 2)""";;;
"00:47:56,""2021-11-12 02:51:28"",""Ryan"",""BR (Brazil)"",""00:47:56"",""00:47:56"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""A Beleza Secreta dos Animais: Temporada 1: Grandes felinos (episódio 1)""";;;
"00:13:00,""2021-11-10 23:37:48"",""Ryan"",""BR (Brazil)"",""00:13:05"",""00:13:05"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Good Girls: Temporada 1: Mais grana, mais problemas (episódio 2)""";;;
"00:04:41,""2021-11-10 23:33:02"",""Ryan"",""BR (Brazil)"",""00:43:34"",""00:43:34"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Good Girls: Temporada 1: Piloto (episódio 1)""";;
"00:00:15,""2021-11-10 23:32:17"",""Ryan"",""BR (Brazil)"",""00:27:19"",""00:27:19"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Better Than Us: Temporada 1: Episódio 13 (episódio 13)""";;
"00:10:42,""2021-11-09 17:53:44"",""Ryan"",""BR (Brazil)"",""00:10:42"",""Not latest view"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Esposa de mentirinha""";;
"01:37:59,""2021-11-09 02:22:01"",""Ryan"",""BR (Brazil)"",""01:32:50"",""01:32:50"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Deixe a Neve Cair""";;;
"00:00:04,""2021-11-09 02:20:27"",""Ryan"",""BR (Brazil)"",""00:00:04"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Deixe a Neve Cair""";;
"00:00:01,""2021-11-09 02:18:51"",""Ryan"",""BR (Brazil)"",""00:00:01"",""00:00:01"","""",""Autoplayed: user action: None";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Fica Comigo""";;
"00:38:54,""2021-11-09 01:13:15"",""Ryan"",""BR (Brazil)"",""00:38:54"",""Not latest view"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Good Girls: Temporada 1: Piloto (episódio 1)""";;;
"00:00:01,""2021-11-09 01:13:07"",""Ryan"",""BR (Brazil)"",""00:00:01"",""00:00:01"","""",""Autoplayed: user action: None";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Good Girls: Temporada 3: Ovo frito (episódio 3)""";;
"00:27:29,""2021-11-08 18:19:11"",""Ryan"",""BR (Brazil)"",""01:50:49"",""01:50:49"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Isi & Ossi""";;;
"01:23:21,""2021-11-08 16:30:16"",""Ryan"",""BR (Brazil)"",""01:23:21"",""Not latest view"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Isi & Ossi""";;
"00:34:50,""2021-11-08 12:10:18"",""Ryan"",""BR (Brazil)"",""02:20:13"",""Not latest view"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Army of the Dead: Invasão em Las Vegas""";;;
"00:44:48,""2021-11-08 11:24:14"",""Ryan"",""BR (Brazil)"",""01:43:26"",""01:43:26"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Um Brinde ao Natal""";;
"00:41:37,""2021-11-08 10:39:27"",""Ryan"",""BR (Brazil)"",""01:45:29"",""Not latest view"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Army of the Dead: Invasão em Las Vegas""";;
"00:58:26,""2021-11-08 01:56:06"",""Ryan"",""BR (Brazil)"",""01:43:39"",""Not latest view"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Um Brinde ao Natal""";;;
"01:03:37,""2021-11-08 00:49:30"",""Ryan"",""BR (Brazil)"",""01:03:42"",""Not latest view"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Army of the Dead: Invasão em Las Vegas""";;
"01:43:40,""2021-11-07 01:55:39"",""Ryan"",""BR (Brazil)"",""01:43:40"",""Not latest view"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Um Brinde ao Natal""";;
"01:38:57,""2021-11-07 00:00:47"",""Ryan"",""BR (Brazil)"",""01:38:57"",""01:38:57"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Um Match Surpresa""";;;
"00:02:44,""2021-11-06 19:53:09"",""Ryan"",""BR (Brazil)"",""00:02:44"",""Not latest view"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""On My Block: Temporada 1: Capítulo um (episódio 1)""";;
"00:00:01,""2021-11-06 19:50:41"",""Ryan"",""BR (Brazil)"",""00:00:01"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""On My Block: Temporada 1: Capítulo um (episódio 1)""";;
"00:00:01,""2021-11-06 19:49:42"",""Ryan"",""BR (Brazil)"",""00:00:01"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Vis a vis: Temporada 1: Mosca-morta (episódio 1)""";;
"00:00:02,""2021-11-06 19:44:34"",""Ryan"",""BR (Brazil)"",""00:00:02"",""00:00:02"","""",""Autoplayed: user action: None";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""A Anatomia de Grey: Temporada 6: Acidente de percurso (episódio 16)""";;
"00:22:06,""2021-11-06 17:17:01"",""Ryan"",""BR (Brazil)"",""00:22:35"",""00:22:35"","""",""Autoplayed: user action: Unspecified";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Big Mouth: Temporada 3: Garotas também ficam bravas (episódio 2)""";;
"00:00:39,""2021-11-05 22:31:58"",""Ryan"",""BR (Brazil)"",""00:21:24"",""00:21:24"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Pai em Dose Dupla 2""";;
"00:00:02,""2021-11-05 12:27:34"",""Ryan"",""BR (Brazil)"",""00:00:02"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Big Mouth: Temporada 3: Garotas também ficam bravas (episódio 2)""";;
"00:26:22,""2021-11-05 01:48:26"",""Ryan"",""BR (Brazil)"",""00:27:04"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Better Than Us: Temporada 1: Episódio 13 (episódio 13)""";;
"00:48:06,""2021-11-05 01:00:18"",""Ryan"",""BR (Brazil)"",""00:49:30"",""00:49:30"","""","""",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Better Than Us: Temporada 1: Episódio 12 (episódio 12)""";;;
"00:47:07,""2021-11-05 00:13:08"",""Ryan"",""BR (Brazil)"",""00:48:28"",""00:48:28"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Better Than Us: Temporada 1: Episódio 11 (episódio 11)""";;
"00:35:17,""2021-11-04 23:36:40"",""Ryan"",""BR (Brazil)"",""00:49:21"",""00:49:21"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Better Than Us: Temporada 1: Episódio 10 (episódio 10)""";;
"00:01:39,""2021-11-04 18:55:22"",""Ryan"",""BR (Brazil)"",""01:46:21"",""01:46:21"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Fomos Canções""";;
"01:18:35,""2021-11-04 17:20:20"",""Ryan"",""BR (Brazil)"",""01:40:01"",""01:40:01"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Você nem imagina""";;
"00:46:00,""2021-11-04 12:11:40"",""Ryan"",""BR (Brazil)"",""01:32:17"",""Not latest view"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Fim do Mundo""";;
"01:29:32,""2021-11-04 02:27:09"",""Ryan"",""BR (Brazil)"",""01:32:31"",""Not latest view"","""",""Autoplayed: user action: User_Interaction";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Fim do Mundo""";;
"00:02:59,""2021-11-04 02:09:53"",""Ryan"",""BR (Brazil)"",""00:02:59"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2017 LG M16p Standard UHD TV Smart TV"",""Fim do Mundo""";;
