"Duration,""Start Time"",""Profile Name"",""Country"",""Bookmark"",""Latest Bookmark"",""Supplemental Video Type"",""Attributes"",""Device Type"",""Title""";;;
"00:01:24,""2025-08-11 22:16:04"",""Ryan"",""BR (Brazil)"",""00:01:31"",""Not latest view"","""","""",""Hisense MTK9602 5.2 4K TV Smart TV"",""Johnny Test: Temporada 1: As férias romanas de Johnny (episódio 11)""";;;
"00:00:04,""2025-08-11 22:15:18"",""Ryan"",""BR (Brazil)"",""00:00:04"",""00:00:04"",""TUTORIAL"",""Autoplayed: user action: None";" "",""Hisense MTK9602 5.2 4K TV Smart TV"",""Eclipse Welcome Message LTR""";;
"00:00:04,""2025-08-10 21:48:22"",""Ryan"",""BR (Brazil)"",""00:00:04"",""00:00:04"",""TRAILER"",""Autoplayed: user action: None";" "",""Hisense MTK9602 5.2 4K TV Smart TV"",""Temporada 4 (Trailer 2): Ozark""";;
"00:00:27,""2025-08-10 21:47:05"",""Ryan"",""BR (Brazil)"",""00:00:27"",""Not latest view"",""TRAILER"",""Autoplayed: user action: None";" "",""Hisense MTK9602 5.2 4K TV Smart TV"",""Minissérie (Trailer): Pssica""";;
"00:20:55,""2025-08-10 21:13:35"",""Ryan"",""BR (Brazil)"",""00:20:59"",""00:20:59"","""","""",""Hisense MTK9602 5.2 4K TV Smart TV"",""Big Vape: Minissérie: Cadê meu Juul? (episódio 3)""";;;
"00:20:25,""2025-08-10 20:51:41"",""Ryan"",""BR (Brazil)"",""00:40:29"",""00:40:29"","""","""",""Hisense MTK9602 5.2 4K TV Smart TV"",""Big Vape: Minissérie: Primeiras impressões (episódio 2)""";;;
"00:05:49,""2025-08-10 20:45:24"",""Ryan"",""BR (Brazil)"",""00:05:53"",""Not latest view"","""",""Autoplayed: user action: User_Interaction";" "",""Hisense MTK9602 5.2 4K TV Smart TV"",""Big Vape: Minissérie: Cadê meu Juul? (episódio 3)""";;
"00:40:41,""2025-08-10 20:03:21"",""Ryan"",""BR (Brazil)"",""00:40:34"",""Not latest view"","""","""",""Hisense MTK9602 5.2 4K TV Smart TV"",""Big Vape: Minissérie: Primeiras impressões (episódio 2)""";;;
"00:00:31,""2025-08-10 19:45:58"",""Ryan"",""BR (Brazil)"",""00:00:31"",""00:00:31"",""HOOK"",""Autoplayed: user action: None";" "",""Hisense MTK9602 5.2 4K TV Smart TV"",""Army of One_hook_primary_16x9_backfill""";;
"00:00:15,""2025-08-10 19:45:37"",""Ryan"",""BR (Brazil)"",""00:00:15"",""00:00:15"","""",""Autoplayed: user action: None";" "",""Hisense MTK9602 5.2 4K TV Smart TV"",""Temporada 2 (Trailer): Bárbaros""";;
"00:00:05,""2025-08-10 19:45:17"",""Ryan"",""BR (Brazil)"",""00:00:05"",""00:00:05"",""HOOK"",""Autoplayed: user action: None";" "",""Hisense MTK9602 5.2 4K TV Smart TV"",""Temporada 1 (Clipe): Que a Justiça Seja Feita""";;
"00:00:06,""2025-08-10 19:44:58"",""Ryan"",""BR (Brazil)"",""00:00:06"",""Not latest view"",""TEASER_TRAILER"",""Autoplayed: user action: None";" "",""Hisense MTK9602 5.2 4K TV Smart TV"",""Temporada 2 (Teaser): Wandinha""";;
"00:00:25,""2025-08-10 19:43:55"",""Ryan"",""BR (Brazil)"",""00:00:25"",""00:00:25"",""RECAP"",""Autoplayed: user action: User_Interaction";" "",""Hisense MTK9602 5.2 4K TV Smart TV"",""Resumo: Ragnarok""";;
"00:51:06,""2025-08-10 19:11:33"",""Ryan"",""BR (Brazil)"",""00:54:16"",""00:54:16"","""",""Autoplayed: user action: User_Interaction";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Wandinha: Temporada 2: Se estas paredes falassem (episódio 4)""";;
"00:00:20,""2025-08-10 19:10:31"",""Ryan"",""BR (Brazil)"",""00:00:20"",""Not latest view"",""TRAILER"",""Autoplayed: user action: None";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Temporada 1 (Trailer): Reis de Joanesburgo""";;
"00:02:18,""2025-08-10 16:51:05"",""Ryan"",""BR (Brazil)"",""00:02:26"",""Not latest view"","""","""",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Wandinha: Temporada 2: Se estas paredes falassem (episódio 4)""";;;
"00:52:44,""2025-08-10 15:54:10"",""Ryan"",""BR (Brazil)"",""00:52:52"",""00:52:52"","""",""Autoplayed: user action: User_Interaction";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Wandinha: Temporada 2: Chamado da natureza (episódio 3)""";;
"00:05:13,""2025-08-10 15:48:53"",""Ryan"",""BR (Brazil)"",""00:54:18"",""00:54:18"","""","""",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Wandinha: Temporada 2: Confronto (episódio 2)""";;;
"00:48:57,""2025-08-10 13:39:32"",""Ryan"",""BR (Brazil)"",""00:49:05"",""Not latest view"","""","""",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Wandinha: Temporada 2: Confronto (episódio 2)""";;;
"00:53:13,""2025-08-10 12:46:07"",""Ryan"",""BR (Brazil)"",""00:54:23"",""00:54:23"","""","""",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Wandinha: Temporada 2: Mais desgosto (episódio 1)""";;;
"00:02:20,""2025-08-10 12:43:36"",""Ryan"",""BR (Brazil)"",""00:02:20"",""00:02:20"",""RECAP"","""",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Temporada 1 (Resumo): Wandinha""";;;
"00:00:05,""2025-08-09 01:37:20"",""Ryan"",""BR (Brazil)"",""00:00:05"",""00:00:05"",""HOOK"",""Autoplayed: user action: None";" "",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""The Chosen: Season 2_hook_primary_16x9_backfill""";;
"00:01:19,""2025-08-07 02:13:53"",""Ryan"",""BR (Brazil)"",""00:01:19"",""Not latest view"",""TRAILER"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Trailer: Gatilho""";;;
"00:01:31,""2025-08-07 02:12:18"",""Ryan"",""BR (Brazil)"",""00:01:31"",""Not latest view"",""TRAILER"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Temporada 1 (Trailer): Reis de Joanesburgo""";;;
"00:01:47,""2025-08-07 02:10:28"",""Ryan"",""BR (Brazil)"",""00:01:47"",""Not latest view"",""TRAILER"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Trailer: Bala Perdida 3""";;;
"00:01:13,""2025-08-07 02:09:12"",""Ryan"",""BR (Brazil)"",""00:01:13"",""Not latest view"",""HOOK"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""The Chosen: Season 1_hook_primary_16x9""";;;
"00:01:19,""2025-08-07 02:07:50"",""Ryan"",""BR (Brazil)"",""00:01:19"",""Not latest view"",""HOOK"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Sneaky Pete: Season 1_hook_primary""";;;
"00:00:40,""2025-08-07 02:07:07"",""Ryan"",""BR (Brazil)"",""00:00:40"",""00:00:40"",""HOOK"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Flightplan_hook_primary_16x9""";;;
"00:01:12,""2025-08-07 02:05:52"",""Ryan"",""BR (Brazil)"",""00:01:12"",""Not latest view"",""HOOK"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Temporada 1 (Clipe): Novo Rico, Novo Pobre""";;;
"00:02:14,""2025-08-07 02:03:35"",""Ryan"",""BR (Brazil)"",""00:02:14"",""Not latest view"",""TRAILER"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Temporada 1 (Trailer): Montando a Banda""";;;
"00:00:45,""2025-08-07 02:02:47"",""Ryan"",""BR (Brazil)"",""00:00:45"",""00:00:45"",""HOOK"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Clipe: Uma Vida Honesta""";;;
"00:00:53,""2025-08-07 02:01:51"",""Ryan"",""BR (Brazil)"",""00:00:53"",""Not latest view"",""HOOK"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""The Rhythm Section_hook_primary_16x9_backfill""";;;
"00:01:42,""2025-08-07 02:00:06"",""Ryan"",""BR (Brazil)"",""00:01:42"",""Not latest view"",""TRAILER"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Trailer: Brick""";;;
"00:02:11,""2025-08-07 01:57:52"",""Ryan"",""BR (Brazil)"",""00:02:11"",""Not latest view"",""TRAILER"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Trailer: Um Maluco no Golfe 2""";;;
"00:00:41,""2025-08-07 01:57:08"",""Ryan"",""BR (Brazil)"",""00:00:41"",""Not latest view"",""TRAILER"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Trailer: Além do Direito""";;;
"00:01:43,""2025-08-07 01:55:23"",""Ryan"",""BR (Brazil)"",""00:01:43"",""Not latest view"",""TRAILER"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Temporada 1 (Trailer): Pecados Inconfessáveis""";;;
"00:01:52,""2025-08-07 01:53:28"",""Ryan"",""BR (Brazil)"",""00:01:52"",""00:01:52"",""TRAILER"",""Autoplayed: user action: None";" "",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Temporada 2 (Trailer): Wandinha""";;
"01:33:09,""2025-08-07 00:20:17"",""Ryan"",""BR (Brazil)"",""01:33:09"",""01:33:09"","""","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Interceptor""";;;
"00:00:22,""2025-08-07 00:19:52"",""Ryan"",""BR (Brazil)"",""00:00:22"",""00:00:22"",""TRAILER"",""Autoplayed: user action: User_Interaction";" "",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Trailer: Interceptor""";;
"00:00:29,""2025-08-07 00:19:20"",""Ryan"",""BR (Brazil)"",""00:00:29"",""00:00:29"",""HOOK"",""Autoplayed: user action: None";" "",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Hackers no Controle (Clipe): Hackers no Controle""";;
"00:00:08,""2025-08-07 00:19:06"",""Ryan"",""BR (Brazil)"",""00:00:08"",""00:00:08"",""HOOK"",""Autoplayed: user action: None";" "",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Plano de Aula (Clipe): Plano de Aula""";;
"00:00:05,""2025-08-07 00:18:53"",""Ryan"",""BR (Brazil)"",""00:00:05"",""Not latest view"",""HOOK"",""Autoplayed: user action: None";" "",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""SAS: Rise of the Black Swan - Upper Bound Clip 5""";;
"00:00:06,""2025-08-07 00:18:36"",""Ryan"",""BR (Brazil)"",""00:00:06"",""00:00:06"",""HOOK"",""Autoplayed: user action: None";" "",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Você Não Tá Convidada pro Meu Bat Mitzvá! (Clipe): Você Não Tá Convidada pro Meu Bat Mitzvá!""";;
"00:25:48,""2025-08-06 23:52:05"",""Ryan"",""BR (Brazil)"",""00:25:48"",""00:25:48"","""","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Má Influência""";;;
"00:00:07,""2025-08-06 23:51:55"",""Ryan"",""BR (Brazil)"",""00:00:07"",""00:00:07"",""TRAILER"",""Autoplayed: user action: User_Interaction";" "",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Trailer: Má Influência""";;
"00:01:04,""2025-08-06 23:18:12"",""Ryan"",""BR (Brazil)"",""00:01:04"",""00:01:04"",""HOOK"",""Autoplayed: user action: None";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Naquele Fim de Semana (Clipe): Naquele Fim de Semana""";;
"00:00:38,""2025-08-06 23:17:15"",""Ryan"",""BR (Brazil)"",""00:00:38"",""00:00:38"",""HOOK"",""Autoplayed: user action: None";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Flightplan_hook_02_16x9""";;
"00:00:21,""2025-08-06 23:16:30"",""Ryan"",""BR (Brazil)"",""00:00:21"",""Not latest view"",""TRAILER"",""Autoplayed: user action: None";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Trailer: Má Influência""";;
"00:01:19,""2025-08-06 23:14:52"",""Ryan"",""BR (Brazil)"",""00:01:19"",""00:01:19"",""TEASER_TRAILER"",""Autoplayed: user action: None";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Teaser 2: Luther: O Cair da Noite""";;
"00:02:00,""2025-08-06 23:12:38"",""Ryan"",""BR (Brazil)"",""00:02:00"",""00:02:00"",""HOOK"","""",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Inheritance_hook_primary_16x9_backfill""";;;
"00:00:45,""2025-08-06 23:11:49"",""Ryan"",""BR (Brazil)"",""00:00:45"",""00:00:45"",""HOOK"",""Autoplayed: user action: None";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""I Am All Girls - Upper Bound Clip 2""";;
"00:00:08,""2025-08-06 23:11:13"",""Ryan"",""BR (Brazil)"",""00:00:08"",""00:00:08"",""HOOK"",""Autoplayed: user action: None";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Gladiator_hook_primary_16x9""";;
"00:01:26,""2025-08-05 21:30:59"",""Ryan"",""BR (Brazil)"",""00:01:26"",""00:01:26"",""HOOK"",""Autoplayed: user action: None";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Season 2 Clip (as Trailer): Barracuda Queens""";;
"00:08:10,""2025-08-05 19:06:37"",""Ryan"",""BR (Brazil)"",""00:08:14"",""00:08:14"","""","""",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Marcada: Temporada 1: Informante (episódio 2)""";;;
"00:46:50,""2025-08-05 18:19:44"",""Ryan"",""BR (Brazil)"",""00:46:50"",""00:46:50"","""","""",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Marcada: Temporada 1: É preciso ter fé (episódio 1)""";;;
"00:00:27,""2025-08-05 18:19:13"",""Ryan"",""BR (Brazil)"",""00:00:27"",""00:00:27"",""TRAILER"",""Autoplayed: user action: User_Interaction";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Temporada 1 (Trailer): Marcada""";;
"00:00:10,""2025-08-05 18:18:56"",""Ryan"",""BR (Brazil)"",""00:00:10"",""00:00:10"",""TRAILER"",""Autoplayed: user action: None";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Trailer: Coração Delator""";;
"00:00:06,""2025-08-05 18:18:42"",""Ryan"",""BR (Brazil)"",""00:00:06"",""00:00:06"",""HOOK"",""Autoplayed: user action: None";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Clipe: Meu Ano em Oxford""";;
"00:00:04,""2025-08-05 18:18:35"",""Ryan"",""BR (Brazil)"",""00:00:04"",""00:00:04"",""HOOK"",""Autoplayed: user action: None";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""A Bailarina (Clipe): A Bailarina""";;
"00:00:06,""2025-08-05 18:18:25"",""Ryan"",""BR (Brazil)"",""00:00:06"",""00:00:06"",""HOOK"",""Autoplayed: user action: None";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Amor à Primeira Vista (Clipe): Amor à Primeira Vista""";;
"01:44:05,""2025-08-03 14:07:35"",""Ryan"",""BR (Brazil)"",""01:47:49"",""01:47:49"","""",""Autoplayed: user action: User_Interaction";" "",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Meu Ano em Oxford""";;
"00:22:16,""2025-08-03 13:07:02"",""Ryan"",""BR (Brazil)"",""00:22:16"",""00:22:16"","""","""",""Samsung CE 2024 Kant-SU2e Q60D TV"",""A Bailarina""";;;
"00:00:05,""2025-08-03 13:06:54"",""Ryan"",""BR (Brazil)"",""00:00:05"",""Not latest view"",""HOOK"","""",""Samsung CE 2024 Kant-SU2e Q60D TV"",""A Bailarina (Clipe): A Bailarina""";;;
"00:00:04,""2025-08-03 13:05:55"",""Ryan"",""BR (Brazil)"",""00:00:04"",""00:00:04"",""HOOK"",""Autoplayed: user action: None";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Clipe 4: Demon City""";;
"00:00:35,""2025-08-03 05:28:04"",""Ryan"",""BR (Brazil)"",""00:00:35"",""00:00:35"",""TRAILER"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Trailer: Uma Seul Desconhecida""";;;
"00:01:27,""2025-08-03 05:26:33"",""Ryan"",""BR (Brazil)"",""00:01:27"",""Not latest view"",""TRAILER"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Trailer: Má Influência""";;;
"00:00:57,""2025-08-03 05:25:33"",""Ryan"",""BR (Brazil)"",""00:00:57"",""00:00:57"",""TRAILER"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Trailer: Sorriso Real""";;;
"00:01:13,""2025-08-03 05:24:17"",""Ryan"",""BR (Brazil)"",""00:01:13"",""Not latest view"",""HOOK"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""The Chosen: Season 1_hook_primary_16x9""";;;
"00:01:12,""2025-08-03 05:23:02"",""Ryan"",""BR (Brazil)"",""00:01:12"",""Not latest view"",""HOOK"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Temporada 1 (Clipe): Novo Rico, Novo Pobre""";;;
"00:01:19,""2025-08-03 05:21:39"",""Ryan"",""BR (Brazil)"",""00:01:19"",""Not latest view"",""TRAILER"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Trailer: Gatilho""";;;
"00:01:50,""2025-08-03 05:19:45"",""Ryan"",""BR (Brazil)"",""00:01:50"",""Not latest view"",""TRAILER"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Temporada 1 (Trailer): Marcada""";;;
"00:01:42,""2025-08-03 05:18:00"",""Ryan"",""BR (Brazil)"",""00:01:42"",""Not latest view"",""TRAILER"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Trailer: Brick""";;;
"00:00:40,""2025-08-03 05:17:17"",""Ryan"",""BR (Brazil)"",""00:00:40"",""Not latest view"",""HOOK"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Flightplan_hook_primary_16x9""";;;
"00:02:14,""2025-08-03 05:15:00"",""Ryan"",""BR (Brazil)"",""00:02:14"",""Not latest view"",""TRAILER"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Temporada 1 (Trailer): Montando a Banda""";;;
"00:01:19,""2025-08-03 05:13:37"",""Ryan"",""BR (Brazil)"",""00:01:19"",""Not latest view"",""HOOK"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Sneaky Pete: Season 1_hook_primary""";;;
"00:00:38,""2025-08-03 05:12:56"",""Ryan"",""BR (Brazil)"",""00:00:38"",""00:00:38"",""HOOK"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Happy Gilmore_hook_primary_16x9""";;;
"00:00:41,""2025-08-03 05:12:12"",""Ryan"",""BR (Brazil)"",""00:00:41"",""Not latest view"",""TRAILER"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Trailer: Além do Direito""";;;
"00:02:11,""2025-08-03 05:09:59"",""Ryan"",""BR (Brazil)"",""00:02:11"",""Not latest view"",""TRAILER"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Trailer: Um Maluco no Golfe 2""";;;
"00:01:43,""2025-08-03 05:08:13"",""Ryan"",""BR (Brazil)"",""00:01:43"",""Not latest view"",""TRAILER"",""Autoplayed: user action: None";" "",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Temporada 1 (Trailer): Pecados Inconfessáveis""";;
"01:26:59,""2025-08-03 03:41:12"",""Ryan"",""BR (Brazil)"",""01:26:59"",""01:26:59"","""","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Meu Nome é Vingança""";;;
"00:00:18,""2025-08-03 03:40:51"",""Ryan"",""BR (Brazil)"",""00:00:18"",""00:00:18"",""HOOK"",""Autoplayed: user action: User_Interaction";" "",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Meu Nome é Vingança (Clipe): Meu Nome é Vingança""";;
"00:00:07,""2025-08-03 03:40:41"",""Ryan"",""BR (Brazil)"",""00:00:07"",""00:00:07"",""HOOK"",""Autoplayed: user action: None";" "",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Temporada 2 (Clipe): Submundo do Crime""";;
"00:00:07,""2025-08-03 03:40:10"",""Ryan"",""BR (Brazil)"",""00:00:07"",""Not latest view"",""TRAILER"",""Autoplayed: user action: None";" "",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Trailer: Além do Direito""";;
"00:00:12,""2025-08-03 03:39:56"",""Ryan"",""BR (Brazil)"",""00:00:12"",""Not latest view"",""TRAILER"",""Autoplayed: user action: None";" "",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Temporada 1 (Trailer): Marcada""";;
"00:00:04,""2025-08-03 03:39:02"",""Ryan"",""BR (Brazil)"",""00:00:04"",""00:00:04"",""HOOK"",""Autoplayed: user action: None";" "",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Gladiator II_hook_03""";;
"00:00:06,""2025-08-03 03:38:31"",""Ryan"",""BR (Brazil)"",""00:00:06"",""00:00:06"",""TRAILER"",""Autoplayed: user action: None";" "",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Temporada 1 (Trailer): FUBAR""";;
"01:48:11,""2025-08-03 01:49:58"",""Ryan"",""BR (Brazil)"",""01:48:11"",""Not latest view"","""","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Meu Ano em Oxford""";;;
"00:00:07,""2025-08-03 01:49:38"",""Ryan"",""BR (Brazil)"",""00:41:05"",""Not latest view"","""","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Meu Ano em Oxford""";;;
"00:02:21,""2025-08-03 01:47:11"",""Ryan"",""BR (Brazil)"",""00:02:21"",""Not latest view"",""TRAILER"","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Trailer: Meu Ano em Oxford""";;;
"00:41:59,""2025-08-03 01:05:28"",""Ryan"",""BR (Brazil)"",""00:41:59"",""Not latest view"","""","""",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Meu Ano em Oxford""";;;
"00:00:08,""2025-08-03 01:05:17"",""Ryan"",""BR (Brazil)"",""00:00:08"",""Not latest view"",""TRAILER"",""Autoplayed: user action: User_Interaction";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Trailer: Meu Ano em Oxford""";;
"00:00:12,""2025-08-03 01:04:56"",""Ryan"",""BR (Brazil)"",""00:00:12"",""00:00:12"",""HOOK"",""Autoplayed: user action: None";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Gladiator_hook_01_16x9_backfill""";;
"00:00:04,""2025-08-03 01:04:00"",""Ryan"",""BR (Brazil)"",""00:00:04"",""Not latest view"",""HOOK"",""Autoplayed: user action: None";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Temporada 1 (Clipe): Pecados Inconfessáveis""";;
"00:58:19,""2025-08-02 23:58:59"",""Ryan"",""BR (Brazil)"",""02:19:04"",""02:19:04"","""","""",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Gladiador II""";;;
"01:31:00,""2025-08-02 19:19:47"",""Ryan"",""BR (Brazil)"",""01:31:00"",""Not latest view"","""","""",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Gladiador II""";;;
"00:00:14,""2025-08-02 19:19:31"",""Ryan"",""BR (Brazil)"",""00:00:14"",""Not latest view"",""HOOK"",""Autoplayed: user action: User_Interaction";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Gladiator II_hook_03""";;
"00:00:17,""2025-08-02 19:19:11"",""Ryan"",""BR (Brazil)"",""00:00:17"",""Not latest view"",""TRAILER"",""Autoplayed: user action: None";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Trailer: Meu Ano em Oxford""";;
"00:00:03,""2025-07-31 21:51:11"",""Ryan"",""BR (Brazil)"",""00:00:03"",""00:00:03"","""",""Autoplayed: user action: User_Interaction";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""Um Maluco no Golfe 2""";;
"00:00:04,""2025-07-29 02:49:50"",""Ryan"",""BR (Brazil)"",""00:00:08"",""00:00:08"","""",""Autoplayed: user action: None";" "",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""FUBAR: Temporada 1: É isso e acabou (episódio 8)""";;
"00:48:18,""2025-07-29 02:01:30"",""Ryan"",""BR (Brazil)"",""00:48:22"",""00:48:22"","""","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""FUBAR: Temporada 1: Urina da sorte (episódio 7)""";;;
"00:55:59,""2025-07-29 01:05:29"",""Ryan"",""BR (Brazil)"",""00:56:03"",""00:56:03"","""","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""FUBAR: Temporada 1: Royal flush (episódio 6)""";;;
"00:53:41,""2025-07-29 00:10:46"",""Ryan"",""BR (Brazil)"",""00:53:45"",""00:53:45"","""","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""FUBAR: Temporada 1: Hoje aqui, amanhã quem sabe (episódio 5)""";;;
"00:08:04,""2025-07-29 00:02:24"",""Ryan"",""BR (Brazil)"",""00:53:55"",""00:53:55"","""","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""FUBAR: Temporada 1: Armado e perigoso (episódio 4)""";;;
"00:00:08,""2025-07-29 00:02:12"",""Ryan"",""BR (Brazil)"",""00:00:08"",""Not latest view"",""TRAILER"",""Autoplayed: user action: User_Interaction";" "",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""Temporada 1 (Trailer): FUBAR""";;
"00:46:10,""2025-07-28 22:57:13"",""Ryan"",""BR (Brazil)"",""00:46:14"",""Not latest view"","""",""Autoplayed: user action: User_Interaction";" "",""Samsung CE 2024 Kant-SU2e Q60D TV"",""FUBAR: Temporada 1: Armado e perigoso (episódio 4)""";;
"00:14:00,""2025-07-28 22:43:10"",""Ryan"",""BR (Brazil)"",""00:51:56"",""00:51:56"","""","""",""Samsung CE 2024 Kant-SU2e Q60D TV"",""FUBAR: Temporada 1: Isca (episódio 3)""";;;
"00:20:18,""2025-07-28 18:41:20"",""Ryan"",""BR (Brazil)"",""00:21:20"",""Not latest view"","""",""Autoplayed: user action: User_Interaction";" "",""Hisense MTK9602 5.2 4K TV Smart TV"",""Big Vape: Minissérie: Primeiras impressões (episódio 2)""";;
"00:02:04,""2025-07-28 01:18:41"",""Ryan"",""BR (Brazil)"",""00:02:08"",""Not latest view"","""",""Autoplayed: user action: User_Interaction";" "",""Hisense MTK9602 5.2 4K TV Smart TV"",""Big Vape: Minissérie: Primeiras impressões (episódio 2)""";;
"00:24:24,""2025-07-28 00:53:43"",""Ryan"",""BR (Brazil)"",""00:42:02"",""00:42:02"","""","""",""Hisense MTK9602 5.2 4K TV Smart TV"",""Big Vape: Minissérie: A faísca (episódio 1)""";;;
"00:00:07,""2025-07-28 00:53:22"",""Ryan"",""BR (Brazil)"",""00:00:07"",""Not latest view"","""","""",""Hisense MTK9602 5.2 4K TV Smart TV"",""Big Vape: Minissérie: Primeiras impressões (episódio 2)""";;;
"00:00:27,""2025-07-28 00:51:54"",""Ryan"",""BR (Brazil)"",""00:00:27"",""Not latest view"",""HOOK"",""Autoplayed: user action: None";" "",""Hisense MTK9602 5.2 4K TV Smart TV"",""Stranger Things 4 (Clipe 2): Stranger Things""";;
"00:37:54,""2025-07-27 21:26:14"",""Ryan"",""BR (Brazil)"",""00:37:58"",""Not latest view"","""","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""FUBAR: Temporada 1: Isca (episódio 3)""";;;
"00:42:47,""2025-07-27 20:43:25"",""Ryan"",""BR (Brazil)"",""00:42:51"",""00:42:51"","""","""",""Samsung CE 2020 Kant-S2 DTV Smart TV"",""FUBAR: Temporada 1: Trem roubado (episódio 2)""";;;
