Duration,Start Time,Profile Name,Country,Bookmark,Latest Bookmark,Supplemental Video Type,Attributes,Device Type,Title
00:27:12,27-06-2024,Extra,BR (Brazil),01:15:06,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 2: Episódio 4 (episódio 4)
00:38:11,27-06-2024,Extra,BR (Brazil),00:49:47,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 2: Episódio 4 (episódio 4)
00:00:08,27-06-2024,Extra,BR (Brazil),00:00:08,Not latest view,TRAILER,,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Trailer: Rainha das Lágrimas
00:40:25,27-06-2024,Extra,BR (Brazil),00:40:29,Not latest view,,,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Doona!: Temporada 1: Doona! (episódio 9)
00:12:37,26-06-2024,Extra,BR (Brazil),00:11:49,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 2: Episódio 4 (episódio 4)
00:37:32,26-06-2024,Extra,BR (Brazil),00:37:35,00:37:35,,,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Doona!: Temporada 1: Normal e ordinário (episódio 8)
00:08:56,26-06-2024,Extra,BR (Brazil),00:40:34,00:40:34,,,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Doona!: Temporada 1: Reconciliação (episódio 7)
01:18:08,26-06-2024,Extra,BR (Brazil),01:18:08,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 2: Episódio 3 (episódio 3)
01:19:12,26-06-2024,Extra,BR (Brazil),01:17:10,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 2: Episódio 2 (episódio 2)
00:05:12,26-06-2024,Extra,BR (Brazil),01:24:40,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 2: Episódio 1 (episódio 1)
00:00:09,26-06-2024,Extra,BR (Brazil),00:00:09,Not latest view,TRAILER,Autoplayed: user action: None; ,DefaultWidevineAndroidPhone,Mr. Sunshine - Um Raio de Sol: Temporada 1 (Trailer 2)
00:37:33,26-06-2024,Extra,BR (Brazil),01:19:33,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 2: Episódio 1 (episódio 1)
00:03:04,26-06-2024,Extra,BR (Brazil),00:45:05,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 2: Episódio 1 (episódio 1)
00:24:26,26-06-2024,Extra,BR (Brazil),00:42:02,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 2: Episódio 1 (episódio 1)
00:17:12,26-06-2024,Extra,BR (Brazil),00:17:40,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 2: Episódio 1 (episódio 1)
01:24:43,26-06-2024,Extra,BR (Brazil),01:25:22,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 20 (episódio 20)
00:00:11,26-06-2024,Extra,BR (Brazil),00:00:42,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 20 (episódio 20)
01:26:19,26-06-2024,Extra,BR (Brazil),01:26:31,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 19 (episódio 19)
00:09:37,26-06-2024,Extra,BR (Brazil),01:11:03,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 18 (episódio 18)
00:31:37,26-06-2024,Extra,BR (Brazil),00:31:41,Not latest view,,,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Doona!: Temporada 1: Reconciliação (episódio 7)
01:01:16,25-06-2024,Extra,BR (Brazil),00:00:02,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 18 (episódio 18)
00:44:16,25-06-2024,Extra,BR (Brazil),00:44:20,00:44:20,,,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Doona!: Temporada 1: Zona desconhecida (episódio 6)
00:23:34,25-06-2024,Extra,BR (Brazil),01:12:41,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 17 (episódio 17)
00:00:26,25-06-2024,Extra,BR (Brazil),01:07:07,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 16 (episódio 16)
00:14:32,25-06-2024,Extra,BR (Brazil),00:44:12,00:44:12,,,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Doona!: Temporada 1: Beijo sem importância (episódio 5)
00:48:41,25-06-2024,Extra,BR (Brazil),00:49:07,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 17 (episódio 17)
00:15:11,25-06-2024,Extra,BR (Brazil),01:07:37,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 16 (episódio 16)
00:52:07,25-06-2024,Extra,BR (Brazil),00:52:34,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 16 (episódio 16)
00:02:34,25-06-2024,Extra,BR (Brazil),01:07:22,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 15 (episódio 15)
00:01:24,25-06-2024,Extra,BR (Brazil),01:06:12,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 15 (episódio 15)
01:07:04,25-06-2024,Extra,BR (Brazil),01:04:49,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 15 (episódio 15)
00:29:42,25-06-2024,Extra,BR (Brazil),00:29:46,Not latest view,,,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Doona!: Temporada 1: Beijo sem importância (episódio 5)
00:42:05,24-06-2024,Extra,BR (Brazil),00:42:08,00:42:08,,,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Doona!: Temporada 1: O inesperado (episódio 4)
00:07:32,24-06-2024,Extra,BR (Brazil),00:46:18,00:46:18,,,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Doona!: Temporada 1: Brisa de primavera (episódio 3)
00:00:08,24-06-2024,Extra,BR (Brazil),00:00:08,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Clipe): Doona!
00:00:05,24-06-2024,Extra,BR (Brazil),00:00:05,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Parte 2 (Clipe 1): Alquimia das Almas
00:00:06,24-06-2024,Extra,BR (Brazil),00:00:06,00:00:06,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 4 (Clipe 2): Casamento às Cegas: Brasil
00:00:10,24-06-2024,Extra,BR (Brazil),00:00:10,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Minissérie (Clipe 1): As Três Irmãs
00:00:05,24-06-2024,Extra,BR (Brazil),00:00:05,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Parte 2 (Clipe 1): Alquimia das Almas
00:00:20,24-06-2024,Extra,BR (Brazil),00:00:20,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 4 (Clipe 2): Casamento às Cegas: Brasil
00:00:09,24-06-2024,Extra,BR (Brazil),00:00:09,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Parte 2 (Clipe 1): Alquimia das Almas
00:00:33,24-06-2024,Extra,BR (Brazil),00:00:48,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Unknown Title
00:00:09,24-06-2024,Extra,BR (Brazil),00:00:09,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Parte 2 (Clipe 1): Alquimia das Almas
00:00:07,24-06-2024,Extra,BR (Brazil),00:00:07,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Minissérie (Clipe 1): As Três Irmãs
00:00:09,24-06-2024,Extra,BR (Brazil),00:00:09,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Parte 2 (Clipe 1): Alquimia das Almas
00:00:11,24-06-2024,Extra,BR (Brazil),00:00:11,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 4 (Clipe 2): Casamento às Cegas: Brasil
00:00:16,24-06-2024,Extra,BR (Brazil),00:00:16,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Unknown Title
00:00:24,24-06-2024,Extra,BR (Brazil),00:00:51,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 15 (episódio 15)
01:07:20,24-06-2024,Extra,BR (Brazil),01:08:30,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 14 (episódio 14)
01:12:04,24-06-2024,Extra,BR (Brazil),01:12:20,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 13 (episódio 13)
00:15:56,24-06-2024,Extra,BR (Brazil),01:16:44,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 12 (episódio 12)
00:14:47,23-06-2024,Extra,BR (Brazil),01:01:10,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 12 (episódio 12)
00:33:23,23-06-2024,Extra,BR (Brazil),00:43:08,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 12 (episódio 12)
00:09:19,23-06-2024,Extra,BR (Brazil),00:09:51,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 12 (episódio 12)
00:17:19,23-06-2024,Extra,BR (Brazil),01:19:37,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 11 (episódio 11)
00:38:49,23-06-2024,Extra,BR (Brazil),00:38:52,Not latest view,,,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Doona!: Temporada 1: Brisa de primavera (episódio 3)
00:45:54,22-06-2024,Extra,BR (Brazil),00:45:57,Not latest view,,,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Doona!: Temporada 1: Conhecendo um ao outro (episódio 2)
00:45:25,22-06-2024,Extra,BR (Brazil),00:45:25,Not latest view,,,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Doona!: Temporada 1: A vida tem suas surpresas (episódio 1)
00:00:52,22-06-2024,Extra,BR (Brazil),00:00:52,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Clipe): Doona!
00:00:15,22-06-2024,Extra,BR (Brazil),00:00:15,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Record of Youth: Season 1_hook_01_16x9
00:00:33,22-06-2024,Extra,BR (Brazil),00:00:33,Not latest view,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,"Trailer: Holo, Meu Amor"
00:00:18,22-06-2024,Extra,BR (Brazil),00:00:18,Not latest view,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Trailer: Investimento de Risco
00:00:08,22-06-2024,Extra,BR (Brazil),00:00:08,Not latest view,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Retaliação: Temporada 1 (Trailer)
00:00:09,22-06-2024,Extra,BR (Brazil),00:00:09,Not latest view,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Trailer): Caçadores de Demônios
00:00:09,22-06-2024,Extra,BR (Brazil),00:00:09,Not latest view,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Trailer: Reino da Conquista
00:00:13,22-06-2024,Extra,BR (Brazil),00:00:13,Not latest view,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Chocolate: Temporada 1 (Trailer)
00:00:26,22-06-2024,Extra,BR (Brazil),00:00:26,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Record of Youth: Season 1_hook_01_16x9
00:00:05,22-06-2024,Extra,BR (Brazil),00:00:05,Not latest view,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Chocolate: Temporada 1 (Trailer)
00:00:17,22-06-2024,Extra,BR (Brazil),00:00:17,00:00:17,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Trailer): Café com Aroma de Mulher
00:00:14,22-06-2024,Extra,BR (Brazil),00:00:14,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Young Lady and Gentleman: Limited Series_hook_primary
00:00:54,22-06-2024,Extra,BR (Brazil),00:00:54,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Beautiful Gong Shim: Limited Series_hook_01_16x9_backfill
00:00:37,22-06-2024,Extra,BR (Brazil),00:00:37,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Minissérie (Clipe): O Rei de Porcelana
00:07:42,22-06-2024,Extra,BR (Brazil),01:03:05,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 11 (episódio 11)
00:45:00,22-06-2024,Extra,BR (Brazil),00:56:04,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 11 (episódio 11)
00:00:50,22-06-2024,Extra,BR (Brazil),00:00:53,Not latest view,,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Refletidas: Minissérie: Você Se Chama (episódio 2)
01:02:37,22-06-2024,Extra,BR (Brazil),01:02:37,01:02:37,,,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Refletidas: Minissérie: Alguém Como Você (episódio 1)
00:00:08,22-06-2024,Extra,BR (Brazil),00:00:08,00:00:08,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Reflection of You: Season 1_hook_01_16x9
00:00:09,22-06-2024,Extra,BR (Brazil),00:00:09,Not latest view,TEASER_TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Teaser): Match VIP
00:00:06,22-06-2024,Extra,BR (Brazil),00:00:06,00:00:06,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Clipe 2): Match Perfeito
00:00:11,22-06-2024,Extra,BR (Brazil),00:00:11,00:00:11,TEASER_TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Teaser): Gangues da Galícia
00:00:04,22-06-2024,Extra,BR (Brazil),00:00:04,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Clipe 2): Match Perfeito
00:05:40,22-06-2024,Extra,BR (Brazil),00:05:40,00:05:40,,,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,"Match Perfeito: Temporada 2: Preparar, apontar, match! (episódio 1)"
00:00:31,22-06-2024,Extra,BR (Brazil),00:00:31,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Clipe 2): Match Perfeito
00:00:07,22-06-2024,Extra,BR (Brazil),00:00:07,00:00:07,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Minissérie (Clipe 2): Não nos Calaremos
00:00:06,22-06-2024,Extra,BR (Brazil),00:00:06,00:00:06,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Trailer): Sweet Tooth
00:00:29,22-06-2024,Extra,BR (Brazil),00:00:29,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 3 (Clipe): Bridgerton
00:00:07,22-06-2024,Extra,BR (Brazil),00:00:07,00:00:07,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Love Is Blind: Brazil: Season 4 - Baseline Clip 1
00:00:23,22-06-2024,Extra,BR (Brazil),00:00:23,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Love Is Blind: Brazil: Season 4 - Baseline Clip 1
00:00:06,22-06-2024,Extra,BR (Brazil),00:00:06,Not latest view,TEASER_TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Teaser): Gangues da Galícia
00:00:54,22-06-2024,Extra,BR (Brazil),00:00:54,Not latest view,TEASER_TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Teaser): Gangues da Galícia
00:00:30,22-06-2024,Extra,BR (Brazil),00:00:30,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Doctors: Limited Series_hook_primary_16x9_backfill
00:00:17,22-06-2024,Extra,BR (Brazil),00:00:17,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Suspicious Partner: Limited Series_hook_primary_16x9_backfill
00:00:16,22-06-2024,Extra,BR (Brazil),00:00:16,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,True Beauty: Season 1_hook_02_16x9
00:00:25,22-06-2024,Extra,BR (Brazil),00:00:25,Not latest view,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Uma Noite de Primavera: Temporada 1 (Trailer)
00:00:10,22-06-2024,Extra,BR (Brazil),00:00:10,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Queen of Tears: Limited Series_hook_01_16x9
00:00:35,22-06-2024,Extra,BR (Brazil),00:00:35,00:00:35,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,My Unfamiliar Family: Season 1_hook_03_16x9
00:15:59,22-06-2024,Extra,BR (Brazil),01:12:08,01:12:08,,,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,My Unfamiliar Family: My Unfamiliar Family: Episódio 1 (episódio 1)
00:13:37,22-06-2024,Extra,BR (Brazil),00:14:02,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 11 (episódio 11)
00:00:12,22-06-2024,Extra,BR (Brazil),00:00:17,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 10 (episódio 10)
00:30:41,22-06-2024,Extra,BR (Brazil),01:15:40,Not latest view,,,DefaultWidevineAndroidPhone,Alquimia das Almas: Parte 1: Episódio 9 (episódio 9)
00:56:09,22-06-2024,Extra,BR (Brazil),00:56:09,Not latest view,,Autoplayed: user action: User_Interaction; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,My Unfamiliar Family: My Unfamiliar Family: Episódio 1 (episódio 1)
00:00:52,22-06-2024,Extra,BR (Brazil),00:00:52,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,My Unfamiliar Family: Season 1_hook_03_16x9
00:00:05,22-06-2024,Extra,BR (Brazil),00:00:05,00:00:05,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Trailer: Rainha Charlotte: Uma História Bridgerton
00:00:04,22-06-2024,Extra,BR (Brazil),00:00:04,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Parte 2 (Clipe 1): Alquimia das Almas
00:00:13,22-06-2024,Extra,BR (Brazil),00:00:13,00:00:13,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,When the Weather Is Fine: Season 1_hook_04_16x9
00:00:06,22-06-2024,Extra,BR (Brazil),00:00:06,Not latest view,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Trailer: Amanhã
00:00:24,22-06-2024,Extra,BR (Brazil),00:00:24,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Dr. Storks: Season 1_hook_primary_16x9_backfill
00:00:08,22-06-2024,Extra,BR (Brazil),00:00:08,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Minissérie (Clipe): O Som da Magia
00:00:15,22-06-2024,Extra,BR (Brazil),00:00:15,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Doom at Your Service: Limited Series_hook_primary_16x9_backfill
00:00:12,22-06-2024,Extra,BR (Brazil),00:00:12,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Vincenzo: Season 1_hook_primary_16x9
00:00:07,22-06-2024,Extra,BR (Brazil),00:00:07,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Navillera: Season 1_hook_01_16x9
00:00:07,22-06-2024,Extra,BR (Brazil),00:00:07,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Hospital Playlist: Season 1 - Upper Bound Clip 10
00:00:06,22-06-2024,Extra,BR (Brazil),00:00:06,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Doom at Your Service: Limited Series_hook_primary_16x9_backfill
00:00:37,22-06-2024,Extra,BR (Brazil),00:00:37,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Suspicious Partner: Limited Series_hook_primary_16x9_backfill
00:00:05,22-06-2024,Extra,BR (Brazil),00:00:05,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Doom at Your Service: Limited Series_hook_primary_16x9_backfill
00:03:49,21-06-2024,Extra,BR (Brazil),00:03:50,Not latest view,,Autoplayed: user action: User_Interaction; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Entre Terras: Temporada 1: Episódio 1 (episódio 1)
00:00:08,21-06-2024,Extra,BR (Brazil),00:00:09,Not latest view,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Handsome Siblings: Temporada 1 (Trailer)
00:00:11,21-06-2024,Extra,BR (Brazil),00:00:11,Not latest view,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,O Sucessor: Temporada 2 (Trailer)
00:00:07,21-06-2024,Extra,BR (Brazil),00:00:07,00:00:07,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Minissérie (Teaser): Trinta e Nove
00:00:04,21-06-2024,Extra,BR (Brazil),00:00:04,00:00:04,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Unknown Title
00:00:32,21-06-2024,Extra,BR (Brazil),00:00:32,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Divorce Attorney Shin: Season 1_hook_primary_16x9
00:00:23,21-06-2024,Extra,BR (Brazil),00:00:23,00:00:23,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Love Alarm: Season 1 (Hook 4)
00:00:26,21-06-2024,Extra,BR (Brazil),00:00:26,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Clipe): Doona!
00:00:36,21-06-2024,Extra,BR (Brazil),00:00:36,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Destiny (Japanese Drama): Season 1_hook_primary_16x9
00:00:10,21-06-2024,Extra,BR (Brazil),00:00:10,Not latest view,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Trailer): Café com Aroma de Mulher
00:00:04,21-06-2024,Extra,BR (Brazil),00:00:04,00:00:04,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,The Penthouse: War in Life: Season 1_hook_01_16x9_backfill
00:00:19,21-06-2024,Extra,BR (Brazil),00:00:19,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Minissérie (Clipe): The Good Bad Mother
00:00:07,21-06-2024,Extra,BR (Brazil),00:00:07,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Clipe): Uma Dose Diária de Sol
00:00:17,21-06-2024,Extra,BR (Brazil),00:00:17,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,My Mister: Season 1_hook_05_16x9
00:00:24,21-06-2024,Extra,BR (Brazil),00:00:24,Not latest view,TEASER_TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Teaser 2: Amor e Outros Dramas
00:00:06,21-06-2024,Extra,BR (Brazil),00:00:06,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Young Lady and Gentleman: Limited Series_hook_primary
00:00:18,21-06-2024,Extra,BR (Brazil),00:00:18,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Minissérie (Clipe 4): O Tempo Traz Você pra Mim
00:00:32,21-06-2024,Extra,BR (Brazil),00:00:32,Not latest view,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Trailer): Entre a Razão e a Emoção
00:00:13,21-06-2024,Extra,BR (Brazil),00:00:13,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Doctor John: Limited Series_hook_primary_16x9_backfill
00:00:14,21-06-2024,Extra,BR (Brazil),00:00:14,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Ghost Doctor: Limited Series_hook_01_16x9_backfill
00:00:09,21-06-2024,Extra,BR (Brazil),00:00:09,00:00:09,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Itaewon Class: Season 1_CLIP_MUSIC_NON3
