Duration,Start Time,Profile Name,Country,Bookmark,Latest Bookmark,Supplemental Video Type,Attributes,Device Type,Title
00:01:12,27-06-2025,Extra,BR (Brazil),00:43:20,00:43:20,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 3: Crimes reais (episódio 7)
00:34:12,27-06-2025,Extra,BR (Brazil),00:41:26,Not latest view,,,Chrome PC (Cadmium),The Rookie: Temporada 3: Crimes reais (episódio 7)
00:09:59,27-06-2025,Extra,BR (Brazil),00:09:41,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 3: Crimes reais (episódio 7)
00:15:52,27-06-2025,Extra,BR (Brazil),00:42:30,00:42:30,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 3: Revelações (episódio 6)
00:02:57,27-06-2025,Extra,BR (Brazil),00:23:17,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 3: Revelações (episódio 6)
00:00:08,27-06-2025,Extra,BR (Brazil),00:20:00,00:20:00,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 3: Confinamento (episódio 5)
00:18:12,27-06-2025,Extra,BR (Brazil),00:20:26,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 3: Revelações (episódio 6)
00:03:17,27-06-2025,Extra,BR (Brazil),00:31:38,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Round 6: Temporada 3: 222 (episódio 4)
00:14:26,27-06-2025,Extra,BR (Brazil),00:42:29,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 3: Confinamento (episódio 5)
00:13:40,27-06-2025,Extra,BR (Brazil),00:22:47,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 3: Confinamento (episódio 5)
00:31:18,27-06-2025,Extra,BR (Brazil),00:31:23,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Round 6: Temporada 3: 222 (episódio 4)
00:18:44,27-06-2025,Extra,BR (Brazil),00:42:30,00:42:30,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 3: Sabotagem (episódio 4)
00:02:55,27-06-2025,Extra,BR (Brazil),00:26:15,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 3: Sabotagem (episódio 4)
00:12:03,27-06-2025,Extra,BR (Brazil),00:59:58,00:59:58,,,Android DefaultWidevineL3Phone Android Phone,Round 6: Temporada 3: Não é culpa sua (episódio 3)
00:00:02,27-06-2025,Extra,BR (Brazil),00:36:26,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: Toque francês (episódio 7)"
00:42:52,27-06-2025,Extra,BR (Brazil),00:49:58,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Round 6: Temporada 3: Não é culpa sua (episódio 3)
00:00:05,27-06-2025,Extra,BR (Brazil),00:00:05,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Round 6: Temporada 3: 222 (episódio 4)
00:10:55,27-06-2025,Extra,BR (Brazil),00:11:06,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Round 6: Temporada 3: Não é culpa sua (episódio 3)
00:38:07,27-06-2025,Extra,BR (Brazil),00:54:09,00:54:09,,,Android DefaultWidevineL3Phone Android Phone,Round 6: Temporada 3: Noite estrelada (episódio 2)
00:15:48,27-06-2025,Extra,BR (Brazil),00:15:53,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Round 6: Temporada 3: Noite estrelada (episódio 2)
00:36:11,27-06-2025,Extra,BR (Brazil),00:36:32,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: Toque francês (episódio 7)"
00:06:56,27-06-2025,Extra,BR (Brazil),00:42:18,00:42:18,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: Vamos Bulldogs! (episódio 6)"
00:42:32,27-06-2025,Extra,BR (Brazil),00:51:09,00:51:09,,,Android DefaultWidevineL3Phone Android Phone,Round 6: Temporada 3: Chaves e facas (episódio 1)
00:00:14,27-06-2025,Extra,BR (Brazil),00:00:14,00:00:14,RECAP,Autoplayed: user action: None; ,Android DefaultWidevineL3Phone Android Phone,Temporada 2 (Resumo): Round 6
00:20:08,27-06-2025,Extra,BR (Brazil),00:23:31,Not latest view,,Autoplayed: user action: None; ,DefaultWidevineAndroidPhone,The Rookie: Temporada 3: Sabotagem (episódio 4)
00:35:41,27-06-2025,Extra,BR (Brazil),00:35:22,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: Vamos Bulldogs! (episódio 6)"
00:10:11,27-06-2025,Extra,BR (Brazil),00:41:13,00:41:13,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: O grande fedor (episódio 5)"
00:36:27,27-06-2025,Extra,BR (Brazil),00:43:20,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 3: La Fiera (episódio 3)
00:04:56,27-06-2025,Extra,BR (Brazil),00:42:23,00:42:23,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 3: Em justiça (episódio 2)
00:27:33,26-06-2025,Extra,BR (Brazil),00:31:22,Not latest view,,Autoplayed: user action: None; ,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: O grande fedor (episódio 5)"
00:35:50,26-06-2025,Extra,BR (Brazil),00:36:52,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 3: Em justiça (episódio 2)
00:17:51,26-06-2025,Extra,BR (Brazil),00:41:52,00:41:52,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: É magnífico. É maravilhoso (episódio 4)"
00:18:10,26-06-2025,Extra,BR (Brazil),00:42:31,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 3: Consequências (episódio 1)
00:19:22,26-06-2025,Extra,BR (Brazil),00:42:27,00:42:27,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 2: A caçada (episódio 20)
00:00:02,26-06-2025,Extra,BR (Brazil),00:41:50,00:41:50,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 2: Nada calmo (episódio 19)
00:00:33,26-06-2025,Extra,BR (Brazil),00:05:24,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 2: A caçada (episódio 20)
00:02:15,26-06-2025,Extra,BR (Brazil),00:04:23,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 2: A caçada (episódio 20)
00:28:47,26-06-2025,Extra,BR (Brazil),00:42:12,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 2: Nada calmo (episódio 19)
00:11:37,26-06-2025,Extra,BR (Brazil),00:42:36,00:42:36,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 2: Encurralados (episódio 18)
00:28:17,26-06-2025,Extra,BR (Brazil),00:29:20,Not latest view,,Autoplayed: user action: None; ,DefaultWidevineAndroidPhone,The Rookie: Temporada 2: Encurralados (episódio 18)
00:39:36,26-06-2025,Extra,BR (Brazil),00:42:39,00:42:39,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 2: Controle (episódio 17)
00:32:44,26-06-2025,Extra,BR (Brazil),00:42:30,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 2: O pernoite (episódio 16)
00:04:00,26-06-2025,Extra,BR (Brazil),00:22:44,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: É magnífico. É maravilhoso (episódio 4)"
00:00:50,26-06-2025,Extra,BR (Brazil),00:00:50,Not latest view,,Autoplayed: user action: None; ,DefaultWidevineAndroidPhone,The Rookie: Temporada 2: O pernoite (episódio 16)
00:12:22,26-06-2025,Extra,BR (Brazil),00:18:49,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: É magnífico. É maravilhoso (episódio 4)"
00:42:34,26-06-2025,Extra,BR (Brazil),00:42:35,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 2: Sem interferência (episódio 15)
00:38:12,26-06-2025,Extra,BR (Brazil),00:41:36,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: Seria melhor estar na Filadélfia (episódio 13)"
00:36:36,26-06-2025,Extra,BR (Brazil),00:41:18,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 2: Vítimas (episódio 14)
00:18:18,26-06-2025,Extra,BR (Brazil),00:42:31,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 2: Dia de revisão (episódio 13)
00:04:56,26-06-2025,Extra,BR (Brazil),00:06:24,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: É magnífico. É maravilhoso (episódio 4)"
00:22:22,26-06-2025,Extra,BR (Brazil),00:41:49,00:41:49,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: O primeiro baile da Lorelai (episódio 3)"
00:19:36,26-06-2025,Extra,BR (Brazil),00:19:23,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: O primeiro baile da Lorelai (episódio 3)"
00:29:33,26-06-2025,Extra,BR (Brazil),00:41:57,00:41:57,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: É o que se ganha... (episódio 2)"
00:06:58,26-06-2025,Extra,BR (Brazil),00:15:55,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: É o que se ganha... (episódio 2)"
00:00:48,26-06-2025,Extra,BR (Brazil),00:00:47,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: Vamos Bulldogs! (episódio 6)"
00:20:29,26-06-2025,Extra,BR (Brazil),00:21:46,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 2: Dia de revisão (episódio 13)
00:07:48,26-06-2025,Extra,BR (Brazil),00:09:03,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: É o que se ganha... (episódio 2)"
00:21:38,26-06-2025,Extra,BR (Brazil),00:42:27,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 2: Vez ou outra (episódio 12)
00:22:58,26-06-2025,Extra,BR (Brazil),00:42:00,00:42:00,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: O longo amanhã (episódio 1)"
00:00:07,26-06-2025,Extra,BR (Brazil),00:00:07,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: É magnífico. É maravilhoso (episódio 4)"
00:13:53,26-06-2025,Extra,BR (Brazil),00:18:28,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: O longo amanhã (episódio 1)"
00:00:01,26-06-2025,Extra,BR (Brazil),00:00:00,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: É magnífico. É maravilhoso (episódio 4)"
00:09:37,26-06-2025,Extra,BR (Brazil),00:09:46,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 2: Vez ou outra (episódio 12)
00:12:52,26-06-2025,Extra,BR (Brazil),00:43:17,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 2: Dia da morte (episódio 11)
00:13:49,25-06-2025,Extra,BR (Brazil),00:43:18,Not latest view,,,DefaultWidevineAndroidPhone,The Rookie: Temporada 2: O lado sombrio (episódio 10)
00:04:01,25-06-2025,Extra,BR (Brazil),00:05:03,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: O longo amanhã (episódio 1)"
00:05:04,25-06-2025,Extra,BR (Brazil),00:43:08,00:43:08,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 6: Despedidas (episódio 22)"
00:00:02,25-06-2025,Extra,BR (Brazil),00:43:50,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 6: Despedidas (episódio 22)"
00:00:02,25-06-2025,Extra,BR (Brazil),00:00:02,Not latest view,,Autoplayed: user action: None; ,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: O longo amanhã (episódio 1)"
00:00:09,25-06-2025,Extra,BR (Brazil),00:35:48,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 6: Despedidas (episódio 22)"
00:01:31,25-06-2025,Extra,BR (Brazil),00:22:48,Not latest view,,Autoplayed: user action: None; ,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: O longo amanhã (episódio 1)"
00:00:04,25-06-2025,Extra,BR (Brazil),00:00:00,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 6: Despedidas (episódio 22)"
00:00:02,25-06-2025,Extra,BR (Brazil),00:43:50,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 6: Despedidas (episódio 22)"
00:00:01,25-06-2025,Extra,BR (Brazil),00:00:01,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 7: O longo amanhã (episódio 1)"
00:00:02,25-06-2025,Extra,BR (Brazil),00:36:28,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 6: Despedidas (episódio 22)"
00:14:39,25-06-2025,Extra,BR (Brazil),00:43:50,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 6: Despedidas (episódio 22)"
00:00:07,25-06-2025,Extra,BR (Brazil),00:24:06,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 6: Despedidas (episódio 22)"
00:00:03,25-06-2025,Extra,BR (Brazil),00:24:00,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 6: Despedidas (episódio 22)"
00:00:08,25-06-2025,Extra,BR (Brazil),00:00:08,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,The Protege_hook_01_16x9_backfill
00:05:32,25-06-2025,Extra,BR (Brazil),00:23:43,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 6: Despedidas (episódio 22)"
00:15:12,25-06-2025,Extra,BR (Brazil),00:17:12,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 6: Despedidas (episódio 22)"
00:39:00,25-06-2025,Extra,BR (Brazil),00:43:12,00:43:12,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 6: Conduzindo Miss Gilmore (episódio 21)"
00:04:05,25-06-2025,Extra,BR (Brazil),00:05:27,Not latest view,,,DefaultWidevineAndroidPhone,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 6: Conduzindo Miss Gilmore (episódio 21)"
01:40:31,25-06-2025,Extra,BR (Brazil),01:40:31,Not latest view,,Autoplayed: user action: User_Interaction; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,A Profissional
00:00:21,25-06-2025,Extra,BR (Brazil),00:00:21,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,The Protege_hook_01_16x9_backfill
00:00:05,25-06-2025,Extra,BR (Brazil),00:00:05,00:00:05,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Minissérie (Clipe 2): Quando Ninguém Vê
00:00:26,25-06-2025,Extra,BR (Brazil),00:00:26,00:00:26,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Signal: Limited Series_hook_01_16x9_backfill
00:00:09,25-06-2025,Extra,BR (Brazil),00:00:09,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,The Immortal: Season 1_hook_02_16x9
00:00:06,25-06-2025,Extra,BR (Brazil),00:00:06,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Love Next Door: Season 1_hook_01_16x9
00:00:04,25-06-2025,Extra,BR (Brazil),00:00:04,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,The Devil Judge: Season 1_hook_01_16x9
00:00:08,25-06-2025,Extra,BR (Brazil),00:00:08,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Crash Landing on You: Season 1_CLIP_MUSIC_2
00:00:09,25-06-2025,Extra,BR (Brazil),00:00:09,00:00:09,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Trailer): Private Life
00:00:05,25-06-2025,Extra,BR (Brazil),00:00:05,00:00:05,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Clipe 14): Olympo
00:00:04,25-06-2025,Extra,BR (Brazil),00:00:04,00:00:04,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Brain Works: Season 1_hook_primary_16x9
00:00:08,25-06-2025,Extra,BR (Brazil),00:00:08,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Clipe 11): Se as Flores Falassem
00:00:06,25-06-2025,Extra,BR (Brazil),00:00:06,00:00:06,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Minissérie (Clipe): As Três Irmãs
00:00:09,25-06-2025,Extra,BR (Brazil),00:00:09,00:00:09,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Love (ft. Marriage and Divorce): Season 1_hook_02_16x9
00:00:05,25-06-2025,Extra,BR (Brazil),00:00:05,00:00:05,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Man to Man: Limited Series_hook_primary_16x9_backfill
00:00:05,25-06-2025,Extra,BR (Brazil),00:00:05,00:00:05,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Suspicious Partner: Limited Series_hook_01_16x9_backfill
00:00:13,25-06-2025,Extra,BR (Brazil),00:00:13,00:00:13,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Eve (Korean Drama): Season 1_hook_03_16x9
00:00:10,25-06-2025,Extra,BR (Brazil),00:00:10,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Secret Garden: Limited Series_hook_primary_16x9_backfill
00:00:08,25-06-2025,Extra,BR (Brazil),00:00:08,00:00:08,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Divorce Attorney Shin: Season 1_hook_primary_16x9
00:00:11,25-06-2025,Extra,BR (Brazil),00:00:11,00:00:11,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Trailer: Investimento de Risco
00:00:16,25-06-2025,Extra,BR (Brazil),00:00:16,00:00:16,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 3 (Clipe): The Witcher
00:00:06,25-06-2025,Extra,BR (Brazil),00:00:06,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Clipe 2): O Píer
00:00:04,25-06-2025,Extra,BR (Brazil),00:00:04,00:00:04,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Trailer: Amor e Batatas
00:00:06,25-06-2025,Extra,BR (Brazil),00:00:06,00:00:06,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Oh My Venus: Limited Series_hook_02_16x9_backfill
00:00:17,25-06-2025,Extra,BR (Brazil),00:00:17,00:00:17,TEASER_TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Teaser): Song of the Bandits
00:00:31,25-06-2025,Extra,BR (Brazil),00:00:31,00:00:31,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Como Me Apaixonei por um Gângster (Clipe): Como Me Apaixonei por um Gângster
00:01:00,25-06-2025,Extra,BR (Brazil),00:01:00,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada de Furacões (Clipe): Temporada de Furacões
00:00:06,25-06-2025,Extra,BR (Brazil),00:00:06,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Straight Outta Compton_hook_primary_16x9
00:00:20,25-06-2025,Extra,BR (Brazil),00:00:20,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Colisão (Clipe): Colisão
00:00:30,25-06-2025,Extra,BR (Brazil),00:00:30,00:00:30,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Marshall_hook_02_16x9
00:00:16,25-06-2025,Extra,BR (Brazil),00:00:16,00:00:16,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Minissérie (Clipe): Marinheiro de Guerra
00:00:11,25-06-2025,Extra,BR (Brazil),00:00:11,Not latest view,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,The Ballad of Buster Scruggs (Trailer)
00:00:08,25-06-2025,Extra,BR (Brazil),00:00:08,Not latest view,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Trailer: Alma de Cowboy
00:00:07,25-06-2025,Extra,BR (Brazil),00:00:07,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,The Last Stop in Yuma County_hook_03_16x9
00:00:46,25-06-2025,Extra,BR (Brazil),00:00:46,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Band of Brothers_hook_primary_16x9
00:00:20,25-06-2025,Extra,BR (Brazil),00:00:20,00:00:20,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Sob a Pele do Lobo (Trailer)
00:01:17,25-06-2025,Extra,BR (Brazil),00:01:17,00:01:17,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Escape from Alcatraz_hook_05_16x9
00:00:14,25-06-2025,Extra,BR (Brazil),00:00:14,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Bandida: A Número Um_hook_primary_16x9
00:00:44,25-06-2025,Extra,BR (Brazil),00:00:44,00:00:44,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Operation Finale_hook_02_16x9
00:00:12,25-06-2025,Extra,BR (Brazil),00:00:12,00:00:12,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Clipe 6: Assalto Brutal
00:00:14,25-06-2025,Extra,BR (Brazil),00:00:14,00:00:14,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Clipe 4): Cela 211
00:00:15,25-06-2025,Extra,BR (Brazil),00:00:15,Not latest view,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Trailer): Wyatt Earp and The Cowboy War
00:00:06,25-06-2025,Extra,BR (Brazil),00:00:06,Not latest view,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Legítimo Rei (Trailer)
00:00:13,25-06-2025,Extra,BR (Brazil),00:00:13,00:00:13,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Trailer): Ludik
00:00:12,25-06-2025,Extra,BR (Brazil),00:00:12,00:00:12,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Trailer: Vento Selvagem
00:00:12,25-06-2025,Extra,BR (Brazil),00:00:12,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,The Pacific_hook_primary_16x9_backfill
00:01:11,25-06-2025,Extra,BR (Brazil),00:01:11,00:01:11,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Clipe 9): Gangues da Galícia
00:00:12,25-06-2025,Extra,BR (Brazil),00:00:12,00:00:12,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Minissérie (Clipe): Griselda
00:00:08,25-06-2025,Extra,BR (Brazil),00:00:08,00:00:08,TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Trailer: Ataque dos Cães
00:00:24,25-06-2025,Extra,BR (Brazil),00:00:24,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,The Missing_hook_05_16x9
00:00:08,25-06-2025,Extra,BR (Brazil),00:00:08,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Temporada 1 (Clipe 2): O Píer
00:00:10,25-06-2025,Extra,BR (Brazil),00:00:10,00:00:10,TEASER_TRAILER,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Anúncio: O Irlandês
00:00:08,25-06-2025,Extra,BR (Brazil),00:00:08,00:00:08,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,The Last Kingdom: Season 5 - CLM 10
00:00:23,25-06-2025,Extra,BR (Brazil),00:00:23,00:00:23,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Clean_hook_primary_16x9
00:00:11,25-06-2025,Extra,BR (Brazil),00:00:11,00:00:11,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,The Wonder - Baseline Clip 2
00:00:09,25-06-2025,Extra,BR (Brazil),00:00:09,00:00:09,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,The Defeated: Season 1 _hook_03_16x9
00:00:09,25-06-2025,Extra,BR (Brazil),00:00:09,Not latest view,HOOK,Autoplayed: user action: None; ,Panasonic 2018 MT5811 4K FRCTcon TV Smart TV,Special Ops: Lioness: Season 1_hook_01_16x9
